StartDate	EndDate	Status	Progress	Duration (in seconds)	Finished	RecordedDate	ResponseId	DistributionChannel	UserLanguage	informed_consent	group_sorting_1	group_sorting_2	group_sorting_3	group_sorting_4	group_sorting_5	control_hypothesis	control_design	control_analysis	control_rdm	control_workflow	control_attention	control_collab	control_preparatory	control_duration	control_stress	control_qrp	prereg_hypothesis	prereg_design	prereg_analysis	prereg_rmd	prereg_workflow	prereg_attention	prereg_collab	prereg_preparatory	prereg_duration	prereg_stress	prereg_qrp	rr_hypothesis	rr_design	rr_analysis	rr_rmd	rr_workflow	rr_attention	rr_collab	rr_preparatory	rr_duration	rr_stress	rr_qrp	other_hypothesis	other_desing	other_analysis	other_rdm	other_workflow	other_attention	other_collab	other_preparatory	other_duration	other_stress	other_qrp	planning	recommend	research_type	research_type_6_TEXT	field	group	comment	changed_comment
2020-10-15 11:53:18	2020-10-15 11:56:20	IP Address	100	182	True	2020-10-15 11:56:21	R_1dEnbGQAcB9O3H6	email	EN	Yes	Yes	Yes	Yes	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"4
Did not change"	"4
Did not change"	"4
Did not change"	"4
Did not change"	Not applicable	"4
Four"	2	"4
Did not change"	"1
Was longer"	"1
Was increased"	Strongly Disagree	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rarely	Disagree	Hypothesis testing	NA	personality psychology	prereg	preregistration is an added headache for editors and reviewers	NA
2020-10-13 21:31:43	2020-10-16 13:31:11	IP Address	100	230368	True	2020-10-16 13:31:11	R_2xQ9W1TYcP9XOAS	email	EN	Yes	Yes	No	Yes	No	Yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"4
Did not change"	6	"7
Got more thought-through"	6	"4
Did not change"	"4
Four"	"4
Did not change"	5	2	"1
Was increased"	Neither Agree or Disagree	Always	Very Strongly Disagree	Hypothesis testing	NA	evolutionary psychology	other	NA	NA
2020-10-16 18:32:11	2020-10-16 18:35:29	IP Address	100	198	True	2020-10-16 18:35:30	R_2aIw7keW6kOPqTD	email	EN	Yes	Yes	Yes	Yes	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	5	"7
Got more thought-through"	"4
Did not change"	"4
Did not change"	"4
Four"	"4
Did not change"	5	"4
Did not change"	"4
Did not change"	Strongly Agree	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Usually	Very Strongly Agree	Hypothesis testing	NA	social psychology	prereg	NA	NA
2020-10-19 13:17:48	2020-10-19 13:19:55	IP Address	100	127	True	2020-10-19 13:19:56	R_2tyseSS3aa3yKQo	email	EN	Yes	No	No	Yes	No	No	"7
Would get more thought-through"	"7
Would get more thought-through"	"7
Would get more thought-through"	"7
Would get more thought-through"	5	"4
Four"	"4
Would not change"	"4
Would not change"	"4
Would not change"	"4
Would not change"	Very Strongly Agree	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Frequently	Agree	Hypothesis testing	NA	Social and developmental psychology	control	NA	NA
2020-10-12 19:59:19	2020-10-12 20:02:07	IP Address	91	167	False	2020-10-19 20:02:18	R_WvA86LVQvddYIb7	email	EN	Yes	Yes	No	Yes	Yes	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"4
Did not change"	"4
Did not change"	"4
Did not change"	"4
Did not change"	5	"4
Four"	"4
Did not change"	"4
Did not change"	2	2	Neither Agree or Disagree	NA	NA	NA	NA	NA	other	NA	NA
2020-10-12 20:07:44	2020-10-12 20:09:43	IP Address	25	119	False	2020-10-19 20:09:48	R_3MRrGZBHSPKjZ7k	email	EN	Yes	Yes	Yes	Yes	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	prereg	NA	NA
2020-10-12 20:11:04	2020-10-12 20:11:14	IP Address	2	9	False	2020-10-19 20:11:14	R_3rZmZhhAXm8TaiB	email	EN	Yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2020-10-12 20:26:04	2020-10-12 20:27:24	IP Address	25	80	False	2020-10-19 20:27:30	R_1NDfiiwOz6wDGxA	email	EN	Yes	Yes	Yes	Yes	Yes	Yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	prereg	NA	NA
2020-10-13 00:11:20	2020-10-13 00:11:37	IP Address	69	17	False	2020-10-20 00:11:47	R_2cbc0DnvS0kd9pJ	email	EN	Yes	No	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	other	NA	NA
2020-10-13 00:42:43	2020-10-13 00:46:19	IP Address	91	215	False	2020-10-20 00:46:53	R_2B4jW6pOxQo5903	email	EN	Yes	Yes	No	Yes	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	5	5	"7
Got more thought-through"	5	"4
Four"	5	I do not know	"1
Was longer"	"1
Was increased"	Neither Agree or Disagree	NA	NA	NA	NA	NA	other	NA	NA
2020-10-12 19:54:06	2020-10-13 01:02:46	IP Address	4	18519	False	2020-10-20 01:03:35	R_bC0GIDY5Wk1qiGZ	email	EN	Yes	No	No	Yes	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	control	NA	NA
2020-10-20 04:08:19	2020-10-20 04:14:45	IP Address	100	386	True	2020-10-20 04:14:45	R_1l0Q7xfWBgvk34U	email	EN	Yes	No	No	Yes	No	No	"4
Would not change"	"4
Would not change"	"4
Would not change"	"4
Would not change"	"4
Would not change"	"4
Four"	Not applicable	"4
Would not change"	I do not know	"4
Would not change"	Neither Agree or Disagree	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Sometimes	Neither Agree or Disagree	Hypothesis testing	NA	cognitive psychology	control	look forward to seeing the results. thanks.	NA
2020-10-13 09:01:54	2020-10-13 09:02:14	IP Address	2	20	False	2020-10-20 09:02:16	R_pJEvEt4TzCp82eR	email	EN	Yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2020-10-13 11:34:14	2020-10-13 11:34:56	IP Address	69	41	False	2020-10-20 11:35:04	R_1KkJFKFHcRsmYlE	email	EN	Yes	No	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	other	NA	NA
2020-10-20 19:09:13	2020-10-20 19:11:27	IP Address	100	134	True	2020-10-20 19:11:27	R_Rzh6ouj8xRsu2gp	email	EN	Yes	Yes	No	Yes	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"4
Did not change"	"4
Did not change"	"4
Did not change"	"4
Did not change"	"4
Did not change"	"4
Four"	"4
Did not change"	"4
Did not change"	"4
Did not change"	"4
Did not change"	Agree	Usually	Very Strongly Agree	Estimation	NA	quantitative psychology	other	NA	NA
2020-10-20 19:08:52	2020-10-20 19:11:41	IP Address	100	169	True	2020-10-20 19:11:41	R_2Y4DAq7TOiHAQnO	email	EN	Yes	Yes	No	Yes	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"7
Got more thought-through"	6	"7
Got more thought-through"	"4
Did not change"	"4
Did not change"	"4
Four"	6	6	5	6	Very Strongly Agree	Usually	Very Strongly Agree	Hypothesis testing	NA	Psycholinguistics	other	NA	NA
2020-10-20 19:09:59	2020-10-20 19:13:36	IP Address	100	216	True	2020-10-20 19:13:36	R_3KK1BF4FWI9HApH	email	EN	Yes	Yes	No	Yes	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	6	5	"4
Did not change"	"4
Did not change"	"4
Four"	"4
Did not change"	5	2	"4
Did not change"	Neither Agree or Disagree	Occasionally	Neither Agree or Disagree	Hypothesis testing	NA	International relations, political science	other	NA	NA
2020-10-20 19:10:48	2020-10-20 19:17:34	IP Address	100	406	True	2020-10-20 19:17:34	R_1nTmNu3nKCS7gjL	email	EN	Yes	No	No	Yes	No	No	"7
Would get more thought-through"	5	6	"4
Would not change"	"7
Would get more thought-through"	"4
Four"	5	6	2	3	Strongly Agree	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Occasionally	Neither Agree or Disagree	Hypothesis testing	NA	cognitive and perceptual psychology	control	NA	NA
2020-10-20 19:17:50	2020-10-20 19:24:35	IP Address	100	404	True	2020-10-20 19:24:36	R_XZghsOSZeXSlbJ7	email	EN	Yes	Yes	No	Yes	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"4
Did not change"	"4
Did not change"	"4
Did not change"	"4
Did not change"	"4
Did not change"	"4
Four"	"4
Did not change"	5	3	2	Disagree	Usually	Disagree	Hypothesis testing	NA	Personality and Social Psychology	other	"I get the idea of preregistration, but it does not seem to have its intended effects. In fact, reviewers seem to weigh it too heavily. For example, ""this is preregistered so it must be good research,"" without considering the flaws in design/theory/statistics. I'll keep doing it, but it is currently a net negative and I think it needs to be rethought out."	NA
2020-10-20 19:22:56	2020-10-20 19:25:24	IP Address	100	148	True	2020-10-20 19:25:24	R_wY3uM5l1UXm3sDD	email	EN	Yes	Yes	No	Yes	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	5	5	"4
Did not change"	"4
Did not change"	"4
Four"	"4
Did not change"	"4
Did not change"	"4
Did not change"	3	Neither Agree or Disagree	Frequently	Agree	Hypothesis testing	NA	social psychology	other	NA	NA
2020-10-20 19:24:57	2020-10-20 19:28:03	IP Address	100	185	True	2020-10-20 19:28:03	R_1d6wsQbfkY2VQiL	email	EN	Yes	Yes	Yes	Yes	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	6	6	"4
Did not change"	"4
Did not change"	"4
Four"	6	5	"1
Was longer"	"4
Did not change"	Neither Agree or Disagree	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Usually	Agree	Hypothesis testing	NA	Social/cognitive  psychology	prereg	NA	NA
2020-10-20 19:26:33	2020-10-20 19:28:32	IP Address	100	118	True	2020-10-20 19:28:32	R_1IzQxPZ9TO92XGz	email	EN	Yes	Yes	Yes	Yes	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"4
Did not change"	"4
Did not change"	5	"4
Did not change"	5	"4
Four"	"4
Did not change"	"7
Improved"	3	3	Agree	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Frequently	Strongly Agree	Hypothesis testing	NA	Social	prereg	NA	NA
2020-10-20 19:27:04	2020-10-20 19:29:05	IP Address	100	120	True	2020-10-20 19:29:05	R_23TveyFGUD1WGRv	email	EN	Yes	Yes	Yes	Yes	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"7
Got more thought-through"	"7
Got more thought-through"	"7
Got more thought-through"	"4
Did not change"	5	"4
Four"	"4
Did not change"	6	2	"4
Did not change"	Agree	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Usually	Strongly Agree	Other	Descriptive	personality psychology + clinical psychology	prereg	NA	NA
2020-10-20 19:34:09	2020-10-20 19:37:50	IP Address	100	220	True	2020-10-20 19:37:51	R_2s4LTpvrOUWpFwc	email	EN	Yes	Yes	No	Yes	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	"7
Got more thought-through"	"4
Did not change"	5	"4
Did not change"	"4
Four"	"4
Did not change"	5	3	3	Agree	Usually	Very Strongly Agree	Hypothesis testing	NA	Cognitive psychology, computational linguistics	other	NA	NA
2020-10-20 19:35:59	2020-10-20 19:41:02	IP Address	100	302	True	2020-10-20 19:41:02	R_xtL72rzAj99F16h	email	EN	Yes	Yes	Yes	Yes	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	"4
Did not change"	5	"4
Did not change"	"4
Did not change"	"4
Four"	"4
Did not change"	"4
Did not change"	"4
Did not change"	3	Very Strongly Agree	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Frequently	Very Strongly Agree	Hypothesis testing	NA	JDM	prereg	NA	NA
2020-10-20 19:38:39	2020-10-20 19:43:57	IP Address	100	318	True	2020-10-20 19:43:58	R_2b0MSXq7sFeI5XP	email	EN	Yes	No	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	"4
Four"	Not applicable	Not applicable	Not applicable	Not applicable	Disagree	Rarely	Very Strongly Disagree	Other	social psychological interventions	Social Psychology	other	In the field of social psychology (where we study longitudinal school interventions and societal/school-level factors) these projects are so large and with so many components, if we pre-registered it is likely that another research team could use our approach to conduct a less rigorous study in less time. Also with so many societal and school-level factors you cannot possibly predict all of the hypotheses in advance, some are more exploratory. Pre-registration does not make sense in my field of study.	NA
2020-10-20 20:41:39	2020-10-20 20:45:32	IP Address	100	232	True	2020-10-20 20:45:32	R_24tMX58nIQgD0IX	email	EN	Yes	Yes	Yes	Yes	Yes	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"4
Did not change"	"4
Did not change"	6	"4
Did not change"	3	"4
Four"	6	5	3	"4
Did not change"	Strongly Agree	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Usually	Strongly Agree	Hypothesis testing	NA	Personality	prereg	NA	NA
2020-10-20 20:47:57	2020-10-20 20:53:09	IP Address	100	312	True	2020-10-20 20:53:10	R_0pSnlhM9cjoo761	email	EN	Yes	No	No	Yes	No	No	5	"7
Would get more thought-through"	5	"4
Would not change"	5	"4
Four"	"4
Would not change"	"7
Would improve"	"1
Would be longer"	"1
Would be increased"	Neither Agree or Disagree	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Occasionally	Agree	Hypothesis testing	NA	cognitive neuroscience	control	NA	NA
2020-10-20 21:06:34	2020-10-20 21:10:18	IP Address	100	224	True	2020-10-20 21:10:18	R_1hYa5oxQeGxMbaW	email	EN	Yes	Yes	Yes	Yes	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"4
Did not change"	"4
Did not change"	5	"4
Did not change"	"4
Did not change"	"4
Four"	"4
Did not change"	5	"4
Did not change"	"4
Did not change"	Neither Agree or Disagree	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Frequently	Agree	Hypothesis testing	NA	personality	prereg	NA	NA
2020-10-20 21:34:57	2020-10-20 21:37:22	IP Address	100	144	True	2020-10-20 21:37:22	R_300nIH8PZa4Ko0A	email	EN	Yes	No	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	5	6	6	5	"4
Four"	5	5	2	3	Strongly Agree	Frequently	Agree	Hypothesis testing	NA	Social psychology	other	NA	NA
2020-10-20 22:29:14	2020-10-20 22:38:46	IP Address	100	571	True	2020-10-20 22:38:46	R_BKATfNSMJCpOwyR	email	EN	Yes	Yes	No	Yes	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	5	5	"7
Got more thought-through"	"4
Did not change"	"4
Four"	5	6	I do not know	"4
Did not change"	Agree	Rarely	Neither Agree or Disagree	Hypothesis testing	NA	cultural/social psychology	other	One drawback to the preregistration is the sense that it may discourage discovery science (picking up on an unexpected finding, etc.)	NA
2020-10-20 22:54:12	2020-10-20 22:57:36	IP Address	100	203	True	2020-10-20 22:57:36	R_1pmq7dNZi66q2fo	email	EN	Yes	No	No	Yes	No	No	3	3	3	"4
Would not change"	"4
Would not change"	"4
Four"	"4
Would not change"	"4
Would not change"	5	"4
Would not change"	Agree	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Sometimes	Agree	Hypothesis testing	NA	Perception	control	NA	NA
2020-10-13 03:43:49	2020-10-21 00:00:14	IP Address	100	677785	True	2020-10-21 00:00:14	R_qWO7Jtb9SfarlC1	email	EN	Yes	Yes	No	Yes	Yes	Yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"4
Did not change"	"4
Did not change"	"4
Did not change"	"4
Did not change"	"4
Did not change"	"4
Four"	"4
Did not change"	"4
Did not change"	"4
Did not change"	"4
Did not change"	Strongly Agree	Sometimes	Agree	Qualitative research	NA	Behavioral study	other	NA	NA
2020-10-21 04:42:37	2020-10-21 04:45:57	IP Address	100	199	True	2020-10-21 04:45:57	R_2X6GurF8RJaXeRI	email	EN	Yes	No	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"4
Did not change"	"4
Did not change"	"4
Did not change"	I do not know	"4
Did not change"	"4
Four"	"4
Did not change"	I do not know	"4
Did not change"	I do not know	I do not know	Never	Disagree	Hypothesis testing	NA	educational psychology, learning science, educational technology	other	NA	NA
2020-10-21 08:11:13	2020-10-21 08:15:00	IP Address	100	227	True	2020-10-21 08:15:00	R_2RX3UYogXvCSehM	email	EN	Yes	No	No	Yes	No	No	6	6	"7
Would get more thought-through"	5	5	"4
Four"	"4
Would not change"	6	"4
Would not change"	"4
Would not change"	Agree	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Never	Agree	Hypothesis testing	NA	Cognitive psychology attention memory	control	NA	NA
2020-10-21 08:21:43	2020-10-21 08:26:56	IP Address	100	312	True	2020-10-21 08:26:56	R_2rkE1Sa2KR5haW0	email	EN	Yes	Yes	No	Yes	Yes	Yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	5	5	I do not know	5	"4
Four"	6	Not applicable	"4
Did not change"	"4
Did not change"	Neither Agree or Disagree	Always	Strongly Agree	Hypothesis testing	NA	Computational psychiatry	other	NA	NA
2020-10-21 09:03:03	2020-10-21 09:06:12	IP Address	100	188	True	2020-10-21 09:06:12	R_snVzDnqN48yaeNb	email	EN	Yes	Yes	Yes	Yes	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"7
Got more thought-through"	"7
Got more thought-through"	"7
Got more thought-through"	"4
Did not change"	5	"4
Four"	"4
Did not change"	2	"1
Was longer"	2	Strongly Agree	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Usually	Strongly Agree	Hypothesis testing	NA	exp psych	prereg	Pre-Reg improves quality, which causes more work, as it should be.	NA
2020-10-21 09:15:50	2020-10-21 09:18:13	IP Address	100	143	True	2020-10-21 09:18:14	R_2SqMDbKG3kiBtgD	email	EN	Yes	No	No	Yes	No	No	"4
Would not change"	5	"4
Would not change"	"4
Would not change"	5	"4
Four"	"4
Would not change"	5	"4
Would not change"	5	Agree	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Sometimes	Agree	Hypothesis testing	NA	health communication	control	NA	NA
2020-10-21 09:17:33	2020-10-21 09:19:22	IP Address	100	108	True	2020-10-21 09:19:24	R_1JJGrksyLb0EMEY	email	EN	Yes	No	No	Yes	No	No	"4
Would not change"	"7
Would get more thought-through"	"7
Would get more thought-through"	5	"4
Would not change"	"4
Four"	"4
Would not change"	2	"4
Would not change"	2	Agree	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Frequently	Neither Agree or Disagree	Hypothesis testing	NA	political psychology	control	NA	NA
2020-10-21 10:47:59	2020-10-21 10:49:32	IP Address	100	93	True	2020-10-21 10:49:33	R_2wgDncizGbzNOzN	email	EN	Yes	Yes	Yes	Yes	Yes	Yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	6	"7
Got more thought-through"	5	5	"4
Four"	5	5	3	5	Agree	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Always	Very Strongly Agree	Hypothesis testing	NA	Forensic psychology	prereg	NA	NA
2020-10-21 12:04:07	2020-10-21 12:07:24	IP Address	100	196	True	2020-10-21 12:07:24	R_WuggqMfJM0jaPhD	email	EN	Yes	Yes	No	Yes	Yes	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"4
Did not change"	Not applicable	6	"4
Did not change"	"4
Did not change"	"4
Four"	"4
Did not change"	"4
Did not change"	"1
Was longer"	3	Strongly Agree	Sometimes	Agree	Hypothesis testing	NA	Developmental Cognitive Neuroscience	other	NA	NA
2020-10-21 14:58:06	2020-10-21 15:00:55	IP Address	100	168	True	2020-10-21 15:00:55	R_2EiBYA3xqomqKrP	email	EN	Yes	Yes	No	Yes	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"7
Got more thought-through"	Not applicable	"7
Got more thought-through"	Not applicable	Not applicable	"4
Four"	"7
Got better"	"7
Improved"	"1
Was longer"	"4
Did not change"	Strongly Agree	Sometimes	Agree	Modeling	NA	inidvidual differences	other	NA	NA
2020-10-21 20:42:39	2020-10-21 20:54:40	IP Address	100	720	True	2020-10-21 20:54:40	R_1jCD2a2LwngyGy5	email	EN	Yes	Yes	No	Yes	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"4
Did not change"	"4
Did not change"	"4
Did not change"	"4
Did not change"	"4
Did not change"	"4
Four"	"4
Did not change"	"4
Did not change"	3	3	Very Strongly Disagree	Sometimes	Neither Agree or Disagree	Hypothesis testing	NA	consumer behavior	other	Preregistration is for the rich. Rich faculty run a bunch of non registered studies, get the one with the strongest effect, then preregister it, and rerun the study. Yes, these are not the desired way of conduct, but let's face it, every experiment with a hypothesis-testing has an exploratory element to it and you can't predict everything. We are creating prevention-driven scholars who are losing their sense of exploration just to play it safe. This and the p-hacking witch-hunt is reducing research to studying the obvious and the insignificant.	NA
2020-10-21 21:12:06	2020-10-21 21:16:42	IP Address	100	276	True	2020-10-21 21:16:43	R_1FewIA8BID7Z78A	email	EN	Yes	No	No	Yes	No	No	I do not know	5	I do not know	I do not know	5	"4
Four"	I do not know	6	2	3	Agree	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Sometimes	Agree	Hypothesis testing	NA	Cognitive psychology	control	NA	NA
